customerID,gender,Is_Senior,Has_Partner,Has_Dependents,tenure,Tenure_Band,Tenure_Band_Sort,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Charge_Tier,Charge_Tier_Sort,TotalCharges,Annual_Value,Churn,Churn_Flag,Churn_Risk_Score,Risk_Category,Revenue_At_Risk
CUST3311,Male,Yes,Yes,No,39,25-48 Months,3,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,49.64,Medium (£35-65),2,1935.96,595.68,No,0,18.9,Low Risk,0.0
CUST3312,Male,Yes,Yes,Yes,1,0-12 Months,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,70.77,High (£65-85),3,70.77,849.24,No,0,,Low Risk,0.0
CUST3313,Male,No,No,No,14,13-24 Months,2,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,26.29,Low (< £35),1,368.06,315.48,No,0,,Low Risk,0.0
CUST3314,Male,No,No,No,71,49+ Months,4,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card,92.11,Premium (£85+),4,6539.81,1105.32,No,0,,Low Risk,0.0
CUST3315,Male,Yes,No,Yes,23,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.16,High (£65-85),3,1498.68,781.92,No,0,66.3,Medium Risk,0.0
CUST3316,Female,No,No,Yes,43,25-48 Months,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,109.82,Premium (£85+),4,4722.26,1317.84,No,0,,Low Risk,0.0
CUST3317,Female,Yes,Yes,No,22,13-24 Months,2,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,112.33,Premium (£85+),4,2471.26,1347.96,No,0,40.0,Medium Risk,0.0
CUST3318,Male,No,Yes,No,60,49+ Months,4,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,32.55,Low (< £35),1,1953.0,390.6,No,0,5.3,Low Risk,0.0
CUST3319,Female,Yes,Yes,Yes,27,25-48 Months,3,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,119.61,Premium (£85+),4,3229.47,1435.32,Yes,1,,Low Risk,0.0
CUST3320,Female,No,Yes,Yes,56,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,116.98,Premium (£85+),4,6550.88,1403.76,No,0,5.3,Low Risk,0.0
CUST3321,Female,Yes,Yes,Yes,2,0-12 Months,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,82.71,High (£65-85),3,165.42,992.52,No,0,42.1,Medium Risk,0.0
CUST3322,Male,Yes,No,Yes,39,25-48 Months,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,102.54,Premium (£85+),4,3999.06,1230.48,No,0,,Low Risk,0.0
CUST3323,Female,Yes,Yes,Yes,51,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,21.84,Low (< £35),1,1113.84,262.08,No,0,,Low Risk,0.0
CUST3324,Male,Yes,No,Yes,19,13-24 Months,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card,117.04,Premium (£85+),4,2223.76,1404.48,Yes,1,,Low Risk,0.0
CUST3325,Female,No,No,Yes,62,49+ Months,4,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,65.63,High (£65-85),3,4069.06,787.56,Yes,1,,Low Risk,0.0
CUST3326,Male,Yes,No,Yes,71,49+ Months,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.97,Premium (£85+),4,7878.87,1331.64,No,0,61.1,Medium Risk,0.0
CUST3327,Male,No,Yes,Yes,67,49+ Months,4,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,58.51,Medium (£35-65),2,3920.17,702.12,No,0,42.1,Medium Risk,0.0
CUST3328,Female,No,No,No,63,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,98.82,Premium (£85+),4,6225.66,1185.84,No,0,,Low Risk,0.0
CUST3329,Female,Yes,Yes,Yes,5,0-12 Months,1,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,61.79,Medium (£35-65),2,308.95,741.48,No,0,50.5,Medium Risk,0.0
CUST3330,Male,No,No,Yes,72,49+ Months,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,56.27,Medium (£35-65),2,4051.44,675.24,No,0,21.1,Low Risk,0.0
CUST3331,Female,No,Yes,No,61,49+ Months,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,114.68,Premium (£85+),4,6995.48,1376.16,No,0,15.8,Low Risk,0.0
CUST3332,Female,No,No,No,71,49+ Months,4,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,89.91,Premium (£85+),4,6383.61,1078.92,No,0,38.9,Low Risk,0.0
CUST3333,Female,Yes,Yes,No,7,0-12 Months,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,104.01,Premium (£85+),4,728.07,1248.12,No,0,34.7,Low Risk,0.0
CUST3334,Male,No,No,No,50,49+ Months,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,74.34,High (£65-85),3,3717.0,892.08,Yes,1,,Low Risk,0.0
CUST3335,Male,No,No,No,46,25-48 Months,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,111.83,Premium (£85+),4,5144.18,1341.96,No,0,60.0,Medium Risk,0.0
CUST3336,Female,Yes,No,No,72,49+ Months,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,94.0,Premium (£85+),4,6768.0,1128.0,Yes,1,36.8,Low Risk,0.0
CUST3337,Female,Yes,No,Yes,14,13-24 Months,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card,27.22,Low (< £35),1,381.08,326.64,No,0,,Low Risk,0.0
CUST3338,Female,No,Yes,No,69,49+ Months,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,96.69,Premium (£85+),4,6671.61,1160.28,Yes,1,,Low Risk,0.0
CUST3339,Male,Yes,Yes,No,65,49+ Months,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card,21.87,Low (< £35),1,1421.55,262.44,No,0,,Low Risk,0.0
CUST3340,Male,No,Yes,No,65,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,102.91,Premium (£85+),4,6689.15,1234.92,No,0,15.8,Low Risk,0.0
CUST3341,Female,No,No,Yes,57,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,53.19,Medium (£35-65),2,3031.83,638.28,No,0,,Low Risk,0.0
CUST3342,Female,No,No,No,62,49+ Months,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,79.83,High (£65-85),3,4949.46,957.96,No,0,,Low Risk,0.0
CUST3343,Female,Yes,No,Yes,20,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,94.94,Premium (£85+),4,1898.8,1139.28,No,0,,Low Risk,0.0
CUST3344,Female,No,No,No,26,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,83.7,High (£65-85),3,2176.2,1004.4,No,0,5.3,Low Risk,0.0
CUST3345,Female,Yes,No,No,44,25-48 Months,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,87.24,Premium (£85+),4,3838.56,1046.88,Yes,1,45.3,Medium Risk,0.0
CUST3346,Female,Yes,No,Yes,67,49+ Months,4,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,109.27,Premium (£85+),4,7321.09,1311.24,No,0,50.5,Medium Risk,0.0
CUST3347,Male,No,Yes,Yes,70,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,57.4,Medium (£35-65),2,4018.0,688.8,No,0,,Low Risk,0.0
CUST3348,Female,Yes,Yes,No,62,49+ Months,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,74.71,High (£65-85),3,4632.02,896.52,No,0,36.8,Low Risk,0.0
CUST3349,Male,Yes,Yes,Yes,45,25-48 Months,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,37.49,Medium (£35-65),2,1687.05,449.88,No,0,,Low Risk,0.0
CUST3350,Female,Yes,Yes,Yes,11,0-12 Months,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,66.75,High (£65-85),3,734.25,801.0,No,0,,Low Risk,0.0
CUST3351,Female,Yes,Yes,No,72,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,35.0,Medium (£35-65),2,2520.0,420.0,No,0,31.6,Low Risk,0.0
CUST3352,Male,Yes,Yes,No,34,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,83.36,High (£65-85),3,2834.24,1000.32,Yes,1,,Low Risk,0.0
CUST3353,Male,No,Yes,No,46,25-48 Months,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,52.43,Medium (£35-65),2,2411.78,629.16,No,0,,Low Risk,0.0
CUST3354,Male,Yes,Yes,Yes,32,25-48 Months,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer,105.9,Premium (£85+),4,3388.8,1270.8,No,0,,Low Risk,0.0
CUST3355,Male,No,No,No,5,0-12 Months,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.36,Medium (£35-65),2,271.8,652.32,Yes,1,68.4,Medium Risk,0.0
CUST3356,Female,No,No,No,63,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,48.68,Medium (£35-65),2,3066.84,584.16,No,0,,Low Risk,0.0
CUST3357,Male,No,No,Yes,29,25-48 Months,3,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,69.13,High (£65-85),3,2004.77,829.56,No,0,15.8,Low Risk,0.0
CUST3358,Female,No,No,Yes,48,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.53,Medium (£35-65),2,1801.44,450.36,No,0,0.0,Low Risk,0.0
CUST3359,Male,No,No,No,16,13-24 Months,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,40.38,Medium (£35-65),2,646.08,484.56,No,0,,Low Risk,0.0
CUST3360,Female,No,No,Yes,25,25-48 Months,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,98.31,Premium (£85+),4,2457.75,1179.72,Yes,1,,Low Risk,0.0
CUST3361,Female,Yes,No,No,72,49+ Months,4,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card,69.72,High (£65-85),3,5019.84,836.64,No,0,,Low Risk,0.0
CUST3362,Female,Yes,Yes,Yes,29,25-48 Months,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,40.63,Medium (£35-65),2,1178.27,487.56,No,0,,Low Risk,0.0
CUST3363,Female,Yes,Yes,No,52,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.15,Low (< £35),1,1203.8,277.8,No,0,24.2,Low Risk,0.0
CUST3364,Female,No,No,Yes,46,25-48 Months,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,66.65,High (£65-85),3,3065.9,799.8,Yes,1,,Low Risk,0.0
CUST3365,Female,Yes,Yes,Yes,25,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,94.26,Premium (£85+),4,2356.5,1131.12,No,0,,Low Risk,0.0
CUST3366,Male,Yes,Yes,Yes,23,13-24 Months,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,55.12,Medium (£35-65),2,1267.76,661.44,No,0,40.0,Medium Risk,0.0
CUST3367,Female,Yes,Yes,Yes,34,25-48 Months,3,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card,44.8,Medium (£35-65),2,1523.2,537.6,No,0,,Low Risk,0.0
CUST3368,Male,No,Yes,No,67,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,59.64,Medium (£35-65),2,3995.88,715.68,No,0,,Low Risk,0.0
CUST3369,Male,Yes,Yes,Yes,34,25-48 Months,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,115.91,Premium (£85+),4,3940.94,1390.92,No,0,,Low Risk,0.0
CUST3370,Female,No,No,No,32,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,62.32,Medium (£35-65),2,1994.24,747.84,No,0,5.3,Low Risk,0.0
CUST3371,Male,Yes,Yes,Yes,29,25-48 Months,3,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card,45.96,Medium (£35-65),2,1332.84,551.52,No,0,,Low Risk,0.0
CUST3372,Female,No,No,Yes,9,0-12 Months,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,76.92,High (£65-85),3,692.28,923.04,No,0,31.6,Low Risk,0.0
CUST3373,Male,No,No,No,66,49+ Months,4,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,101.07,Premium (£85+),4,6670.62,1212.84,No,0,28.4,Low Risk,0.0
CUST3374,Female,No,No,Yes,57,49+ Months,4,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer,22.23,Low (< £35),1,1267.11,266.76,No,0,,Low Risk,0.0
CUST3375,Male,Yes,Yes,Yes,39,25-48 Months,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,75.81,High (£65-85),3,2956.59,909.72,No,0,18.9,Low Risk,0.0
CUST3376,Female,Yes,No,No,7,0-12 Months,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,103.63,Premium (£85+),4,725.41,1243.56,Yes,1,40.0,Medium Risk,0.0
CUST3377,Female,No,No,Yes,69,49+ Months,4,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,41.56,Medium (£35-65),2,2867.64,498.72,No,0,,Low Risk,0.0
CUST3378,Female,Yes,No,No,8,0-12 Months,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,112.17,Premium (£85+),4,897.36,1346.04,Yes,1,,Low Risk,0.0
CUST3379,Female,No,No,Yes,18,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,77.77,High (£65-85),3,1399.86,933.24,No,0,,Low Risk,0.0
CUST3380,Male,No,Yes,Yes,49,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,71.67,High (£65-85),3,3511.83,860.04,No,0,47.4,Medium Risk,0.0
CUST3381,Female,Yes,No,Yes,16,13-24 Months,2,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Mailed check,116.37,Premium (£85+),4,1861.92,1396.44,No,0,31.6,Low Risk,0.0
CUST3382,Male,Yes,No,No,21,13-24 Months,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,32.97,Low (< £35),1,692.37,395.64,Yes,1,,Low Risk,0.0
CUST3383,Male,Yes,No,Yes,10,0-12 Months,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,94.01,Premium (£85+),4,940.1,1128.12,No,0,52.6,Medium Risk,0.0
CUST3384,Male,No,No,Yes,4,0-12 Months,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,101.86,Premium (£85+),4,407.44,1222.32,Yes,1,91.6,High Risk,101.86
CUST3385,Female,No,Yes,Yes,44,25-48 Months,3,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,68.86,High (£65-85),3,3029.84,826.32,No,0,,Low Risk,0.0
CUST3386,Male,Yes,No,Yes,8,0-12 Months,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,20.65,Low (< £35),1,165.2,247.8,No,0,47.4,Medium Risk,0.0
CUST3387,Male,No,No,Yes,55,49+ Months,4,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,72.43,High (£65-85),3,3983.65,869.16,No,0,,Low Risk,0.0
CUST3388,Male,Yes,No,Yes,19,13-24 Months,2,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card,35.35,Medium (£35-65),2,671.65,424.2,No,0,,Low Risk,0.0
CUST3389,Female,No,No,Yes,64,49+ Months,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,76.26,High (£65-85),3,4880.64,915.12,Yes,1,,Low Risk,0.0
CUST3390,Female,Yes,No,Yes,40,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.86,Premium (£85+),4,3754.4,1126.32,No,0,45.3,Medium Risk,0.0
CUST3391,Male,Yes,No,Yes,51,49+ Months,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card,73.11,High (£65-85),3,3728.61,877.32,Yes,1,,Low Risk,0.0
CUST3392,Female,No,Yes,No,9,0-12 Months,1,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card,83.08,High (£65-85),3,747.72,996.96,Yes,1,,Low Risk,0.0
CUST3393,Female,Yes,No,Yes,30,25-48 Months,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,30.39,Low (< £35),1,911.7,364.68,No,0,29.5,Low Risk,0.0
CUST3394,Male,Yes,Yes,No,56,49+ Months,4,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,29.7,Low (< £35),1,1663.2,356.4,Yes,1,,Low Risk,0.0
CUST3395,Male,No,Yes,No,44,25-48 Months,3,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,105.09,Premium (£85+),4,4623.96,1261.08,Yes,1,21.1,Low Risk,0.0
CUST3396,Female,Yes,No,No,59,49+ Months,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card,24.93,Low (< £35),1,1470.87,299.16,Yes,1,,Low Risk,0.0
CUST3397,Male,No,Yes,Yes,15,13-24 Months,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,48.43,Medium (£35-65),2,726.45,581.16,No,0,,Low Risk,0.0
CUST3398,Female,Yes,No,No,68,49+ Months,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card,113.77,Premium (£85+),4,7736.36,1365.24,No,0,,Low Risk,0.0
CUST3399,Female,No,Yes,No,70,49+ Months,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,65.89,High (£65-85),3,4612.3,790.68,No,0,23.2,Low Risk,0.0
CUST3400,Female,Yes,No,No,61,49+ Months,4,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.45,Premium (£85+),4,5334.45,1049.4,Yes,1,61.1,Medium Risk,0.0
CUST3401,Female,Yes,Yes,Yes,23,13-24 Months,2,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,42.17,Medium (£35-65),2,969.91,506.04,No,0,36.8,Low Risk,0.0
CUST3402,Female,Yes,Yes,No,47,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.05,Medium (£35-65),2,2211.35,564.6,Yes,1,45.3,Medium Risk,0.0
CUST3403,Female,Yes,No,Yes,17,13-24 Months,2,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,70.9,High (£65-85),3,1205.3,850.8,No,0,61.1,Medium Risk,0.0
CUST3404,Male,No,Yes,No,57,49+ Months,4,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,83.81,High (£65-85),3,4777.17,1005.72,No,0,21.1,Low Risk,0.0
CUST3405,Male,No,Yes,No,54,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,116.05,Premium (£85+),4,6266.7,1392.6,Yes,1,,Low Risk,0.0
CUST3406,Female,No,Yes,Yes,52,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,77.44,High (£65-85),3,4026.88,929.28,No,0,,Low Risk,0.0
CUST3407,Female,No,Yes,Yes,22,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,29.6,Low (< £35),1,651.2,355.2,Yes,1,,Low Risk,0.0
CUST3408,Female,No,Yes,No,39,25-48 Months,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,56.69,Medium (£35-65),2,2210.91,680.28,No,0,10.5,Low Risk,0.0
CUST3409,Male,No,No,No,13,13-24 Months,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.42,Medium (£35-65),2,577.46,533.04,No,0,57.9,Medium Risk,0.0
CUST3410,Female,No,Yes,No,66,49+ Months,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,45.44,Medium (£35-65),2,2999.04,545.28,No,0,,Low Risk,0.0
CUST3411,Male,Yes,Yes,Yes,52,49+ Months,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer,70.54,High (£65-85),3,3668.08,846.48,No,0,,Low Risk,0.0
CUST3412,Female,Yes,No,Yes,14,13-24 Months,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,51.67,Medium (£35-65),2,723.38,620.04,No,0,45.3,Medium Risk,0.0
CUST3413,Female,Yes,No,No,63,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,48.93,Medium (£35-65),2,3082.59,587.16,No,0,,Low Risk,0.0
CUST3414,Male,Yes,No,No,71,49+ Months,4,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.8,Premium (£85+),4,8292.8,1401.6,No,0,68.4,Medium Risk,0.0
CUST3415,Male,No,Yes,Yes,28,25-48 Months,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,78.4,High (£65-85),3,2195.2,940.8,No,0,12.6,Low Risk,0.0
CUST3416,Female,No,Yes,Yes,46,25-48 Months,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,46.18,Medium (£35-65),2,2124.28,554.16,No,0,,Low Risk,0.0
CUST3417,Female,No,Yes,No,28,25-48 Months,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,47.59,Medium (£35-65),2,1332.52,571.08,Yes,1,,Low Risk,0.0
CUST3418,Female,Yes,Yes,Yes,2,0-12 Months,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,101.1,Premium (£85+),4,202.2,1213.2,No,0,,Low Risk,0.0
CUST3419,Male,No,No,No,17,13-24 Months,2,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card,108.65,Premium (£85+),4,1847.05,1303.8,No,0,,Low Risk,0.0
CUST3420,Male,Yes,No,Yes,59,49+ Months,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,87.9,Premium (£85+),4,5186.1,1054.8,Yes,1,,Low Risk,0.0
CUST3421,Male,No,Yes,No,52,49+ Months,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,63.14,Medium (£35-65),2,3283.28,757.68,Yes,1,,Low Risk,0.0
CUST3422,Male,No,Yes,No,4,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,96.46,Premium (£85+),4,385.84,1157.52,Yes,1,,Low Risk,0.0
CUST3423,Male,No,Yes,No,3,0-12 Months,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,113.74,Premium (£85+),4,341.22,1364.88,Yes,1,57.9,Medium Risk,0.0
CUST3424,Male,No,Yes,Yes,37,25-48 Months,3,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,36.62,Medium (£35-65),2,1354.94,439.44,No,0,23.2,Low Risk,0.0
CUST3425,Female,Yes,No,No,24,13-24 Months,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,106.17,Premium (£85+),4,2548.08,1274.04,No,0,,Low Risk,0.0
CUST3426,Female,Yes,No,No,72,49+ Months,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,104.88,Premium (£85+),4,7551.36,1258.56,No,0,8.4,Low Risk,0.0
CUST3427,Male,No,Yes,Yes,35,25-48 Months,3,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,56.65,Medium (£35-65),2,1982.75,679.8,No,0,12.6,Low Risk,0.0
CUST3428,Female,Yes,No,No,2,0-12 Months,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,49.18,Medium (£35-65),2,98.36,590.16,No,0,,Low Risk,0.0
CUST3429,Female,No,Yes,No,33,25-48 Months,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,76.53,High (£65-85),3,2525.49,918.36,No,0,,Low Risk,0.0
